G0001	α αλφα	alpha	alpha (first letter of the Greek alphabet); first (in titles of NT writings); alpha; beginning, first	Α, α, ἄλφα (which see), τό,   alpha, the first letter of the Greek alphabet.
G0037	αγιαζω	to sanctify	set apart as sacred to God; make holy, consecrate; regard as sacred; purify, cleanse	to separate, consecrate, set apart; cleanse, purify, make holy, sanctify; regard, or reverence as holy
G0038	αγιασμος	holiness	consecration  dedication, sanctification, holiness	sanctification, moral purity, sanctity
G0039	αγιον	holy	holy, separate, the sanctuary, saints	separate from common condition and use; dedicated., Lk 2:23; hallowed; used of things, τὰ ἅγια, the sanctuary; and of persons, saints, e.g., members of the first Christian communities; pure, righteous, ceremonially or morally; holy
G0040	αγιος	holy	set apart  to or by God, consecrated; holy, morally pure, upright ; God's people	holy, sacred, pure persons,
G0041	αγιοτης	holiness	holiness  moral purity; pure motive	holiness, sanctity, Heb 12:10*
G0042	αγιωσυνη	holiness	holiness  consecration	sanctification, sanctity, holiness, Rom 1:4; 2Co 7:1; 1Th 3:13*
G0043	αγκαλη	arm	arm	the arm, Lk 2:28*
G0044	αγκιστρον	fishhook	fishhook	a hook, fish-hook, Mt 17:27*
G0045	αγκυρα	anchor	anchor	an anchor, Act 27:29, 30, 40; Heb 6:19*
G0046	αγναφος	unshrunk	unshrunken  new	unshrunken; new, Mt 9:16; Mk 2:21*
G0047	αγνεια	purity	moral purity   chastity	purity, chastity, 1Ti 4:12; 5:2*
G0048	αγνιζω	to purify	purify   cleanse	to purify; to purify morally, ceremonially cleanse, reform, to live like one under a vow of abstinence, as the Nazarites
G0049	αγνισμος	purification	purification  (ritual)	purification, abstinence, Act 21:26*
G0050	αγνοεω	be ignorant	be ignorant  fail to understand; disregard; perhaps sin in ignorance (HEB.5:2)	to be ignorant; not to understand, not know; sin through ignorance,
G0051	αγνοημα	error	a sin committed through ignorance	error, sin of ignorance, sin committed in ignorance Heb 9:7*
G0052	αγνοια	ignorance	ignorance  unawareness; perhaps sin	ignorance, willfulness, Act 3:17; 17:30; Eph 4:18; 1Pe 1:14*
G0053	αγνος	pure	pure, modest, innocent,	pure, chaste, modest, innocent, blameless,
G0054	αγνοτης	purity	purity  sincerity	purity, life of purity, 2Co 6:6; 11:3*
G0055	αγνως	purely	adv. with a pure motive	purely, sincerely, with pure motives: Php 1:17.
G0056	αγνωσια	ignorance	lack of spiritual perception  ignorant talk (1PE.2:15)	ignorance, with a focus on talk or action that opposes God  1Co 15:34; 1Pe 2:15*
G0057	αγνωστος	unknown	unknown	unknown, Act 17:23*
G0058	αγορα	marketplace	market place	a place of public concourse, forum, market-place; things said in the market, provision,
G0059	αγοραζω	to buy	buy, redeem, ransom	to buy, purchase; redeem, acquire, by a ransom or price paid
G0060	αγοραιος	of the marketplace	loafer (who frequents the market place)	one who visits the forum; a lounger, one who idles away his time in public places, a low fellow, Act 17:5; pertaining to the forum, judicial; ἀγόραιοι, court days, Act 19:38*
G0061	αγρα	catch	catch  (of fish)	a catching, thing taken, draught, netful , of fishes, Lk 5:4, 9*
G0062	αγραμματος	unschooled	uneducated  (perhaps = lacking formal rabbinic training)	illiterate, unlearned, unschooled, probably in the sense of not having a formal rabbinic education Act 4:13*
G0063	αγραυλεω	to live outside	live out of doors	to remain in the open air, to live outside, especially by night, Lk 2:8*
G0064	αγρευω	to catch	trap  catch off guard	to take in hunting, catch, Mk 12:13*
G0065	αγριελαιος	wild olive tree	wild olive tree	a wild olive-tree, oleaster, Rom 11:17, 24*
G0066	αγριος	wild	wild	belonging to the field, wild, undomesticated; fierce, raging, Mt 3:4; Mk 1:6; Jude 13*
G0067	αγριππας	Agrippa	Agrippa  (1) Herod Agrippa I (ACT.12:1ff); (2) Herod Agrippa II (ACT.25:26)	Agrippa, (Proper name)
G0068	αγρος	field	field  farm, country side	a field, especially a cultivated field; pl. the country, countryside; lands, farms, villages
G0069	αγρυπνεω	be watchful	watch over  be alert  watch over	to be awake, watch; to be watchful, vigilant,
G0070	αγρυπνια	sleeplessness	sleeplessness	want of sleep, watching, 2Co 6:5; 11:27*
G0071	αγω	to bring	lead, bring   go  this is the third day (LUK.24:21)	ἄγω,  [in LXX for בּוא hi., לקח, נהג, etc. ;]  __1. to lead, bring, carry: with ace, before ἐπί, εἰς, ἕως, πρός and simple dative; metaph., to lead, guide, impel: Jhn 10:16 Rom 2:4, Heb 2:10, 2Ti 3:6, al.  __2. to spend or keep a day: Luk 24:21, Act 19:38  __3. Intrans., to go: subjunc., ἄγωμεν, Mat 2:46, al. (Cramer, 61; MM, VGT, see word).
G0072	αγωγη	self-conduct	conduct  manner of life	guidance, mode of instruction, discipline, course of life, way of life, personal conduct 2Ti 3:10*
G0073	αγων	fight	struggle, fight; opposition; concern; race (HEB.12:1)	place of contest, race-course, stadium; a contest, strife, struggle, contention; peril, toil,,
G0074	αγωνια	a struggle	agony, anguish	contest, violent struggle; agony, anguish, anxiety Lk 22:44*
G0075	αγωνιζομαι	to struggle	struggle, fight; do one's best; compete (of athletic contests)	to be a combatant in the public games; to contend, fight, struggle, strive earnestly,
G0076	αδαμ	Adam	Adam	Adam, (Proper name)
G0077	αδαπανος	free	free of charge	without expense, gratuitous, free of charge, without payment 1Co 9:18*
G0078	αδδι	Addi	Addi (LUK.3:28)	Addi, (Proper name) Lk 3:28*
G0079	αδελφη	sister	sister  fellow believer	a sister; near kinswoman, fellow countrywoman or female relative, a female member of the Christian community
G0080	αδελφος	brother	brother  fellow believer; fellow countryman, fellowman	a brother, near kinsman, or relative; one of the same nation or nature; one of equal rank and dignity; an associate, a member of the Christian community
G0081	αδελφοτης	brotherhood	brotherhood  (of believers)	brotherhood, fellowship, the body of the Christian brotherhood, 1Pe 2:17; 5:9*
G0082	αδηλος	unclear	indistinct  unmarked	not apparent, or obvious; uncertain, not distinct, Lk 11:44; 1Co 14:8*
G0083	αδηλοτης	uncertainty	uncertainty	uncertainty, 1Ti 6:17*
G0084	αδηλως	uncertainly	without a goal in mind	ἀδήλως  (&lt; ἄδηλος), adv. uncertainly: of direction, 1Co 9:26.†
G0085	αδημονεω	be distressed	be distressed or troubled	to be depressed, or dejected, troubled, full of anguish or sorrow, Mt 26:37; Mk 14:33; Php 2:26*
G0086	αδης	Hades	Hades, the world of the dead; death; perhaps hell, the place of final punishment	the invisible abode, or mansion of the dead; the place of punishment, hell; the lowest place or condition, Mt 11:23; Lk 10:15
G0087	αδιακριτος	impartial	without prejudice or favoritism	undistinguishing, impartial, free from prejudice Jas 3:17*
G0088	αδιαλειπτος	continuous	endless  constant	ἀδιάλειπτος, -ον  (&lt; διαλείπω), unremitting, incessant: Rom 9:2, 2Ti 1:3. (For exx., see MM, VGT, see word) †
G0089	αδιαλειπτως	unceasingly	constantly  always	unceasingly, by an unvarying practice, constantly Rom 1:9; 1Th 1:2; 2:13; 5:17*
G0090	αδιαφθορια	integrity	integrity	
G0091	αδικεω	to harm	treat unjustly  harm; do wrong or evil; be in the wrong, be guilty (ACT.25:11)	to act unjustly; wrong; mistreat; injure; violate a law,
G0092	αδικημα	crime	crime  sin, wrong	an act of injustice, crime, Act 18:14; 24:20; Rev 18:5*
G0093	αδικια	unrighteousness	wrongdoing  evil, sin; injustice	injustice, wrong; iniquity, wickedness, evil, falsehood, deceitfulness,
G0094	αδικος	unjust	evil  sinful; dishonest, unjust; (judge who is) an unbeliever (1CO.6:1)	ἄδικος, -ον  (&lt; δίκη), [in LXX for שׁקר, עול, etc. ;]  __1. unjust: Rom 3:5, Heb 6:10.  __2. unrighteous, wicked: Luk 16:11; 18.11, Act 24:15, 1Co 6:1,9 1Pe 3:18; opp. to δίκαιος, Mat 5:45; to εὐσεβής, 2Pe 2:9; to πιστός, Luk 16:10 (Cremer, 200). †
G0095	αδικως	unjustly	unjustly	unjustly, undeservedly, 1Pe 2:19*
G0096	αδοκιμος	failing	disqualified  failing to meet the test, worthless; corrupted (mind)	unable to stand test, rejected, refuse, worthless,
G0097	αδολος	pure	pure  without admixture	without deceit, sincere, pure, uncontaminated 1Pe 2:2*
G0098	αδραμυττηνος	of Adramyttene	of Adramyttium (4 E-2)	of Adramyttium, a Greek city on the coast of Aeolia, in Asia Minor, Act 27:2*
G0099	αδριας	Adriatic Sea	Adriatic Sea (4 B-2)	the Adriatic sea, Act 27:27*
G0100	αδροτης	abundance	generous amount	abundance, liberal gift, liberality 2Co 8:20*
G0101	αδυνατεω	be impossible	it is impossible	not to be able; to be impossible, Mt 17:20; Lk 1:37*
G0102	αδυνατος	unable	impossible  weak; crippled ; what the law could not do (ROM.8:3)	impotent, weak, powerless; impossible,
G0103	αδω	to sing	sing	to sing, Eph 5:19; Col 3:16; Rev 5:9; 14:3; 15:3*
G0104	αει	always	always  constantly	always, for ever, constantly,
G0105	αετος	eagle	eagle  vulture	an eagle, Rev 12:14; or vulture, Lk 17:37
G0106	αζυμος	unleavened	without yeast, unleavened  Jewish Feast of Unleavened Bread	unleavened, made without yeast;, τὰ ἄζυμα, the feast of unleavened bread; met. pure from foreign matter, unadulterated, genuine; τὸ ἄζυμον, genuineness, 1Co 5:7, 8
G0107	αζωρ	Azor	Azor	Azor, (Proper name),  Mt 1:13f.*
G0108	αζωτος	Azotus	Azotus, (2 A-6), Ashdod of OT (1 A-6)	Azotus, Ashdod, a seaport in Palestine, Act 8:40*
G0109	αηρ	air	air  ethereal region above the earth, space (EPH.2:2)	air, atmosphere, sky,
G0110	αθανασια	immortality	immortality	immortality, 1Co 15:53, 54; 1Ti 6:16*
G0111	αθεμιτος	unlawful	forbidden  disgusting (of idolatry)	unlawful, criminal, wicked, detestable Act 10:28; 1Pe 4:3*
G0112	αθεος	without God	without God	an atheist; godless, estranged from the knowledge and worship of the true God, excluded from the heritage of Israel Eph 2:12*
G0113	αθεσμος	lawless	morally corrupt  lawless	lawless, unrestrained, licentious, unprincipled 2Pe 2:7; 3:17*
G0114	αθετεω	to reject	reject  refuse, ignore; make invalid, set aside; break (1TI.5:12)	pr. to displace, set aside; to abrogate, annul, violate, swerve from; reject, condemn
G0115	αθετησις	nullification	nullification  (of a commandment); removal (of sin)	abrogation, annulling, setting aside, doing away with Heb 7:18; 9:26*
G0116	αθηναι	Athens	Athens (3 A-1, 4 D-3)	Ἀθῆναι, -ῶν, αἱ (plural because consisting of several parts),  Athens: Act 17:15,16; 18.1, 1Th 3:1.†
G0117	αθηναιος	Athenian	Athenian	Athenian, inhabiting, or belonging to Athens, Act 17:21, 22*
G0118	αθλεω	to compete	compete (in an athletic contest)	to compete in a contest, strive, contend, be a champion in the public games, 2Ti 2:5*
G0119	αθλησις	struggle	difficult struggle	contest, combat, struggle, conflict, Heb 10:32*
G0120	αθυμεω	be discouraged	become discouraged or disheartened	to be discouraged, lose heart, Col 3:21*
G0121	αθωος	innocent	guiltless, innocent	unpunished;, metaph. innocent, Mt 27:4, 24*
G0122	αιγειος	goat's	of a goat	belonging to a goat, Heb 11:37*
G0123	αιγιαλος	shore	beach, shore	seashore, beach, Mt 13:2, 48; Jn 21:4; Act 21:5; 27:39f.*
G0124	αιγυπτιος	Egyptian	Egyptian	Egyptian, (Proper name)
G0125	αιγυπτος	Egypt	Egypt (3 B-4, 4 F-5)	Egypt (Proper name)
G0126	αιδιος	eternal	eternal  everlasting	always existing, eternal, Rom 1:20; Jude 6
G0127	αιδως	modesty	propriety, modesty	modesty, reverence, decency 1Ti 2:9*
G0128	αιθιοψ	Ethiopian	Ethiopian	an Ethiopian, Act 8:27*
G0129	αιμα	blood	blood  death; murder ; man, human nature	blood; of the color of blood; bloodshed, killing death, sacrifice; blood-guiltiness; natural descent,
G0130	αιματεκχυσια	bloodshed	shedding of blood	an effusion, or shedding of blood, Heb 9:22*
G0131	αιμορροεω	to bleed	suffer a chronic bleeding	to have a flow of blood, Mt 9:20*
G0132	αινεας	Aeneas	Aeneas	Aeneas, (Proper name), Act 9:33f.*
G0133	αινεσις	praise	praise  adoration	praise, Heb 13:15*
G0134	αινεω	to praise	praise	to praise, celebrate,
G0135	αινιγμα	obscure thing	dim or obscure image	an enigma, riddle, poor reflection, indistinct image, any thing obscurely expressed, or intimated, 1Co 13:12*
G0136	αινος	praise	praise	praise, Mt 21:16; Lk 18:43*
G0137	αινων	Aenon	Aenon	Enon, (Proper name),  where Jn. was baptizing, Jn 3:23*
G0138	αιρεω	to choose	to choose, take	some list as deponent αἱρέομαι, to take; mid. to choose
G0139	αιρεσις	sect	religious party  division, faction; false party or teaching	strictly, a choice or option; hence, a religious sect, faction; by implication, discord, contention, heresy
G0140	αιρετιζω	to choose	choose  prefer; decide	to choose, choose with delight, or love, Mt 12:18*
G0141	αιρετικος	schismatic	causing divisions	one who creates, or fosters factions, is divisive Tit 3:10*
G0142	αιρω	to take up	take, take up; take away, remove; carry; sweep away (of a flood); raise (of one's voice); take over, conquer (JHN.11:48); kill (JHN.19:15) ; set aside (COL.2:14)	to take up, lift, raise; bear, carry; take away, remove; destroy, kill,
G0143	αισθανομαι	to perceive	perceive the meaning of, understand	to perceive, understand, grasp, have the capacity to understand Lk 9:45*
G0144	αισθησις	insight	insight, judgment	perception, understanding, Php 1:9*
G0145	αισθητηριον	sense	power of discernment	an organ of perception; internal sense, faculty Heb 5:14*
G0146	αισχροκερδης	greedy	greedy for material gain	eager for dishonorable or dishonest gain, greedy, 1Ti 3:8; Tit 1:7*
G0147	αισχροκερδως	greedily	with greediness for material gain	for the sake of base gain, in greediness for money, greedily, 1Pe 5:2*
G0148	αισχρολογια	obscenity	obscene speech	vile, or obscene language, foul, vulgar, or filthy talk, Col 3:8*
G0149	αισχρον	shameful	shameful, dishonorable	strictly, deformed, opposed to καλός; metaph. shameful, indecent, disgraceful, dishonorable, vile, 1Co 11:6; 14:35; Eph 5:12; Tit 1:11*  shameful
G0150	αισχρος	shameful	shameful; dishonest	αἰσχρός, -ά, όν  (&lt; αἶσχος, shame, disgrace), [in LXX: Gen 41:3 ff. (רַע, רֹעַ), Jdt 12:12, al. ;] base, shameful: 1Co 11:6; 14.35, Eph 5:12, Tit 1:11 (MM, VGT, see word).†
G0151	αισχροτης	obscenity	indecent behavior	obscenity, indecency, Eph 5:4*
G0152	αισχυνη	shame	shame, disgrace; shameful deed (JUD.1:13)	shame, disgrace; shamefulness; cause of shame, dishonorable conduct,
G0153	αισχυνω	be ashamed	be ashamed; be made ashamed	to be ashamed, dishonored, 2Co 10:8; Php 1:20, 1Pe 4:16, 1Jn 2:28; with inf.  Luk 16:3
G0154	αιτεω	to ask	ask, request; require, demand	to ask, request; demand; desire, Act 7:46
G0155	αιτημα	request	request; demand	a thing asked, or sought for; petition, request, Lk 23:24; Php 4:6; 1Jn 5:15*
G0156	αιτια	cause/charge	reason, cause; accusation, charge; guilt, wrong; relationship (MAT.19:10)	cause, motive, incitement; accusation, charge, crime, case,
G0157	αιτιαμα	charge	charge, accusation	αἰτίωμα (Rec. αἰτίαμα, the usual form; see MM, VGT, see word), -τος, τό  (&lt; αἰτιάομαι, αἰτία), a charge, accusation: Act 25:7.†
G0158	αιτιον	reason for charge	guilt; cause, reason ; deserving the death penalty (LUK.23:22)	causative;, αἴτιος, an author or causer, Heb 5:9; τὸ αἴτιον, equivalent to aijtiva basis, reason or cause (for legal charges)
G0159	αιτιος	causer	reason	αἴτιος, -α, ὁ  (&lt; αἰτία), [in LXX: 1Sa 22:22 (סבב) Dan LXX Bel 41, TH ib. 42, Su 53, 2Ma 4:47; 13.4, 4Ma 1:11 * ;]  __1. causative of, responsible  for; as subst., ὁ αἰ., the cause, author: Heb 5:9; τὸ αἰ., the cause, Act 19:40.  __2. blameworthy, culpable; as subst., ὁ αἰ., the culprit, the accused (Lat. reus); τὸ αἰ. (= αἰτία, 3), the crime, Luk 23:4,14,22.  †
G0160	αιφνιδιος	sudden	sudden; unexpected	unforeseen, unexpected, sudden, Lk 21:34; 1Th 5:3*
G0161	αιχμαλωσια	captivity	captivity; group of captives (EPH.4:8)	captivity, state of captivity; captive multitude, Eph 4:8; Rev 13:10*
G0162	αιχμαλωτευω	to take captive	capture, take prisoner	to lead captive;, met. to captivate, Eph 4:8*
G0163	αιχμαλωτιζω	to capture	make captive or prisoner; get control of, make prey of ; make every thought obedient (2CO.10:5)	to lead captive;, by impl. to subject, Lk 21:24; Rom 7:23; 2Co 10:5; 2Ti 3:6*
G0164	αιχμαλωτος	captive	captive, prisoner	a captive, prisoner Lk 4:18*
G0165	αιων	an age	age; world order; eternity; Aeon (personified as an evil force); existence, the present life (MAT.13:22; MRK.4:19) ; from the beginning ;	pr. a period of time of significant character; life; an era; an age: hence, a state of things marking an age or era; the present order of nature; the natural condition of man, the world; ὁ αἰών, illimitable duration, eternity; as also, οἱ αἰῶνες, ὁ αἰῶν τῶν αἰώνων, οἱ αἰῶνες τῶν αἰώνων; by an Aramaism οἱ αἰῶνες, the material universe, Heb 1:2
G0166	αιωνιος	eternal	eternal (of quality rather than of time); unending, everlasting, for all time	indeterminate as to duration, eternal, everlasting, long ago,
G0167	ακαθαρσια	impurity	impurity, immorality; impure motive (1TH.2:3); filth, rottenness (MAT.23:27)	uncleanness; lewdness; impurity, of motive, 1Th 2:3
G0168	ακαθαρτης	uncleanness	uncleanness, impurity	ἀκαθάρτης, -τος, ἡ,  uncleanness: Rev 17:4, Rec. (for τ. ἀκάθαρτα).†
G0169	ακαθαρτος	unclean	unclean, defiling; without relationship to God (1CO.7:14)	impure, unclean; lewd; foul; evil,
G0170	ακαιρεω	to lack opportunity	be without opportunity	to be without opportunity, or occasion, have no time Php 4:10*
G0171	ακαιρως	unseasonably	adv. when the time is not right	unseasonably, out of season, lack of a favorable opportunity 2Ti 4:2*
G0172	ακακος	innocent	innocent; unsuspecting	free from evil, innocent, blameless; simple, unsuspecting Rom 16:18; Heb 7:26*
G0173	ακανθα	a thorn	thorn-plant	a thorn, thornbush, Mt 7:16; 13:7; 27:29
G0174	ακανθινος	thorny	of thorns, thorny	thorny, made of thorns, Mk 15:17; Jn 19:5*
G0175	ακαρπος	unfruitful	barren, unfruitful; useless	without fruit, unfruitful, unproductive, barren;, by impl. noxious, useless
G0176	ακαταγνωστος	beyond reproach	above criticism	pr. not worthy of condemnation, cannot be criticized by a judge; hence, irreprehensible, Tit 2:8*
G0177	ακατακαλυπτος	uncovered	uncovered	uncovered, unveiled, 1Co 11:5, 13*
G0178	ακατακριτος	uncondemned	without trial by law; uncondemned	uncondemned, in a public trial, Act 16:37; 22:25*
G0179	ακαταλυτος	indestructible	indestructible, without end	incapable of dissolution, indissoluble;, hence, enduring, everlasting, unstoppable Heb 7:16*
G0180	ακαταπαυστος	unceasing	unceasing, insatiable	unceasing, restless
G0181	ακαταστασια	disorder	disorder; insurrection (LUK.21:9); maltreatment by mob violence (2CO.6:5)	pr. instability; hence, an unsettled state; disorder, commotion, tumult, sedition; rebellion, riot Lk 21:9; 1Co 14:33; 2Co 6:5; 12:20; Jas 3:16*
G0182	ακαταστατος	restless	unstable; uncontrollable (tongue)	unstable, restless, inconstant; unquiet, turbulent, Jas 1:8; 3:8*
G0183	ακατασχετος	uncontrollable	uncontrollable, unrestrained	uncontrollable, unrestrained, Jas 3:8
G0184	ακελδαμα	Akeldama	Akeldama (mng. in Aramaic field of blood)	Akeldama (Proper name)  (traditionally located south of the valley of Hinnom), "field of blood"
G0185	ακεραιος	innocent	innocent, guileless, pure	pr. unmixed: hence, without mixture of vice or deceit, sincere, blameless, innocent Mt 10:16; Rom 16:19; Php 2:15*
G0186	ακλινης	unwavering	without wavering, firmly	not declining, unswerving, unwavering, steady, Heb 10:23*
G0187	ακμαζω	to ripen	become ripe, ripen	to flourish, ripen, be in one's prime, Rev 14:18*
G0188	ακμην	still	adv. still, even now	pr. the point of a weapon; point of time: ἀκμήν, for κατἀκμήν, adv., yet, still, even now, Mt 15:16*
G0189	ακοη	hearing	report, news, preaching; ear(s); hearing, listening ; surely you will hear  (MAT.13:14; ACT.28:26)	hearing; the act, or sense of hearing, 1Co 12:17; 2Pe 2:8; the instrument of hearing, the ear, Mk 7:35; a thing heard; announcement, instruction, doctrine, Jn 12:38; Rom 10:16; report, Mt 4:24, et al
G0190	ακολουθεω	to follow	follow, accompany; be a disciple	to follow; follow, as a disciple; imitate
G0191	ακουω	to hear	hear; receive news of; give heed to; understand; recover one's hearing; give a judicial hearing (JHN.7:51; ACT.25:22)	ἀκούω,  [in LXX chiefly for שׁמע ] to hear, listen, attend, perceive by hearing, comprehend by hearing. __1. Intrans.: Mrk 4:3; 7.37, Jas 2:5, Rev 2:7, al.; τ. ὠσίν, Mat 13:15 (LXX); with cogn. dative, ακοῇ ἀ. (see: ἀκοή), Mat 13:14, Act 28:26 (LXX) ; ὁ ἔχων ὦτα (οὖς) ἀκούειν, ἀκουσάτω, Mat 11:15, Mrk 4:23, Rev 2:7, al.  __2. Trans., prop. with accusative of thing(s), of thing heard, genitive of person(s), from whom heard (LS, see word): Act 1:4; with accusative of thing(s), Mat 12:19, Jhn 3:8 (Abbott, JG, 76), Act 22:9, al.; with dupl. accusative, Jhn 12:18, 1Co 11:18; with genitive of thing(s), Jhn 7:40 (Abbott, JV, 116); τ. φωνῆς (cf. Heb. שָׁמַע בְּקוֹל, Exo 18:19), Jhn 5:25, 28 Act 9:7 (on the distinction bet. this and ἀ. φωνήν, ib. 4, see M, Pr., 66; Field, Notes, 117; Abbott, Essays, 93f.); of God answering  prayer, Jhn 9:31, 1Jn 5:14, 15; with accusative of thing(s), before παρά, Jhn 8:26, 40 Act 10:22, 2Ti 2:2; id. before ἀπό, 1Jn 1:5; with genitive pars. before ptcp., Mrk 14:58, Luk 18:36, al. (On NT usage generally, see Bl., §36, 5; Cremer, 82.)
